SpeciesName,HerbariumCode,Source,Collector,RecordNumber,CollectionDay,CollectionMonth,CollectionYear,Country,Admin1,Admin2,Admin3,Locality,Longitude,Latitude,CoordUncertainty,LocationNotes,EcologyNotes,AnalysisNotes,Remove,CountyLevelOnly
Fraxinus americana,WIS,wisc_herb_scrape.R,"Catana, A.J., Jr.",v0138634WIS,19,5,1956,USA,WISCONSIN,Grant,,Wilderness Area,-90.695368,42.870062,30748.71866,,Mixed collection: Fraxinus americana [v0138634WIS] and Fraxinus nigra [v0022309WIS].,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iltis, Hugh H.",v0006369WIS,19,8,1956,USA,WISCONSIN,Juneau,Mauston,1 mi. SE of Mauston on U.S. 12,-90.113984,43.932836,25144.9306,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hartley, Thomas G.",v0006430WIS,26,7,1956,USA,WISCONSIN,La Crosse,Holland,,-91.111758,43.908222,19297.11974,,tall shrub,NA,NA,1
Rhamnus alnifolia,WIS,wisc_herb_scrape.R,"Hartley, Thomas G.",v0160997WIS,3,7,1956,USA,WISCONSIN,La Crosse,La Crosse,"Along La Crosse River, Barre Twp. [NE of La Crosse]",-91.111758,43.908222,19297.11974,,,NA,NA,1
Hamamelis virginiana,WIS,wisc_herb_scrape.R,"Hartley, Thomas G.",v0056418WIS,19,6,1956,USA,WISCONSIN,La Crosse,Washington,Bohemian Valley.,-91.111758,43.908222,19297.11974,,Small tree-like shrub about 9' high.,NA,NA,1
Rhamnus alnifolia,WIS,wisc_herb_scrape.R,"Iltis, Hugh H.",v0160996WIS,13,6,1956,USA,WISCONSIN,La Crosse,West Salem,West Salem Tamarack Bog [SW of West Salem],-91.111758,43.908222,19297.11974,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iwen, Margaret M.",v0006426WIS,1,7,1956,USA,WISCONSIN,Langlade,,on Hwy. 64 near Black Brook,-89.06819,45.259204,26791.26495,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iwen, Margaret M.",v0006427WIS,16,6,1956,USA,WISCONSIN,Langlade,,Pine River,-89.06819,45.259204,26791.26495,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iwen, Margaret M.",v0006425WIS,16,6,1956,USA,WISCONSIN,Langlade,,Pine River,-89.06819,45.259204,26791.26495,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iwen, Margaret M.",v0006412WIS,19,8,1956,USA,WISCONSIN,Lincoln,Merrill,Prairie River just N of city limits of Merrill on Hwy 51,-89.742082,45.338319,26919.17571,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Martz, Gerald",v0006416WIS,21,9,1956,USA,WISCONSIN,Marinette,,1mi W of Little South Branch Pike River,-87.991198,45.346899,33965.3994,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Martz, Gerald",v0007162WIS,21,9,1956,USA,WISCONSIN,Marinette,,1mi W of Little South Branch Pike River,-87.991198,45.346899,33965.3994,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Habeck, James R.",v0006477WIS,25,5,1956,USA,WISCONSIN,Menominee,,Menominee Indian Reservation [Shawano Co. originally - now Menominee Co.],-88.669251,44.991304,17170.29295,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Wagner, Russel O.",v0006392WIS,30,8,1956,USA,WISCONSIN,Oneida,Hazelhurst,bordering canal between Lakes Tomahawk and Katherine,-89.536693,45.713791,30291.14219,,,NA,NA,1
Hamamelis virginiana,WIS,wisc_herb_scrape.R,"Iltis, Hugh H.",v0009780WIS,10,9,1956,USA,WISCONSIN,Ozaukee,Port Washington,"Shore of Lake Michigan, 4 mi NNE of Port Washington",-87.496553,43.360715,13861.92725,,"[bearing empty fruit caps, flowers near breaking]",NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iltis, Hugh H.",v0006467WIS,12,6,1956,USA,WISCONSIN,Portage,Keene,1mi W of Keene,-89.49807,44.476246,25692.3031,,,NA,NA,1
Fraxinus americana,WIS,wisc_herb_scrape.R,"Iwen, Margaret M.",v0138659WIS,17,6,1956,USA,WISCONSIN,Price,,Big Spirit Lake,-90.35965,45.679072,32157.90537,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iwen, Margaret M.",v0006469WIS,17,6,1956,USA,WISCONSIN,Price,,Big Spirit Lake,-90.35965,45.679072,32157.90537,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iltis, Hugh H.",v0006474WIS,23,8,1956,USA,WISCONSIN,Sawyer,,1.5mi N of Moose Lake Dam,-91.14713,45.864913,32195.42592,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iltis, Hugh H.",v0006475WIS,23,8,1956,USA,WISCONSIN,Sawyer,,1.5mi N of Moose Lake Dam,-91.14713,45.864913,32195.42592,,,NA,NA,1
Rhamnus alnifolia,WIS,wisc_herb_scrape.R,"Hartley, Thomas G.",v0161193WIS,5,6,1956,USA,WISCONSIN,Trempealeau,Arcadia,Bordering Tamarack Creek [E of Dodge],-91.358867,44.30305,24581.9028,,"Low shrub, about 3' tall.",NA,NA,1
Hamamelis virginiana,WIS,wisc_herb_scrape.R,"Hartley, Thomas G.",v0055732WIS,28,7,1956,USA,WISCONSIN,Vernon,,Wildcat Mt. State Park.,-90.815226,43.599858,25545.89296,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Habeck, James R.",v0006284WIS,26,8,1956,USA,WISCONSIN,Vilas,Trout Lake,,-89.501254,46.049848,26574.43673,,,NA,NA,1
Hamamelis virginiana,CM,CM Collection Manager,"Bartholomew, E.A.; Wilson, D.",NA,7,7,1956,USA,WEST VIRGINIA,Preston,NA,NA,-79.668865,39.46903,23127.61747,"near Little Sandy Creek, Brandonville",roadside along edge of woods,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Bartholomew, E.A.",NA,15,7,1956,USA,WEST VIRGINIA,Wood,NA,NA,-81.515928,39.211679,17376.74449,"Along Rt. 47, 1 mi S of Walker Creek Bridge",,NA,NA,1
Alnus incana subsp. rugosa (Du Roi) R.T. Clausen,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41008,21,6,1956,Canada,NOVA SCOTIA,Digby,NA,NA,-66.09798,44.046,NA,Cedar Lake,NA,NA,NA,0
Alnus incana subsp. rugosa (Du Roi) R.T. Clausen,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41010,17,5,1956,Canada,NOVA SCOTIA,Lunenburg,NA,NA,-64.61169,44.46897,NA,Northfield,NA,NA,NA,0
Alnus incana subsp. rugosa (Du Roi) R.T. Clausen,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41014,31,5,1956,Canada,NOVA SCOTIA,Cumberland,NA,NA,-64.01101,45.99286,NA,Tidnish,NA,NA,NA,0
Alnus incana subsp. rugosa (Du Roi) R.T. Clausen,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41004,30,5,1956,Canada,NOVA SCOTIA,Hants,NA,NA,-63.92281,45.08787,NA,Stanley,NA,NA,NA,0
Alnus incana subsp. rugosa (Du Roi) R.T. Clausen,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41001,4,6,1956,Canada,NOVA SCOTIA,Guysborough,NA,NA,-62.01339,45.11794,NA,Goldenville,NA,NA,NA,0
Alnus incana subsp. rugosa (Du Roi) R.T. Clausen,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41002,6,8,1956,Canada,NOVA SCOTIA,Colchester,NA,NA,-63.37771,45.71612,NA,French River,NA,NA,NA,0
Alnus incana subsp. rugosa (Du Roi) R.T. Clausen,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41018,30,5,1956,Canada,NOVA SCOTIA,Colchester,NA,NA,-63.70242,45.40427,NA,Portapique,NA,NA,NA,0
Alnus incana subsp. rugosa (Du Roi) R.T. Clausen,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41006,18,6,1956,Canada,NOVA SCOTIA,Kings,NA,NA,-64.70348,45.00733,NA,Rockland,NA,NA,NA,0
Alnus incana subsp. rugosa (Du Roi) R.T. Clausen,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41017,1,6,1956,Canada,NOVA SCOTIA,Cumberland,NA,NA,-63.57295,45.83547,NA,Wallace Bay,NA,NA,NA,0
Fraxinus americana L.,QFA Universit̩ Laval,GBIF Search,"Laplante, Jean-Paul",QFA0347414,30,7,1956,Canada,QUEBEC,NA,NA,NA,-71.28333,46.783333,NA,Ste-Foy,NA,NA,NA,0
Fraxinus americana L.,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41435,15,6,1956,Canada,NOVA SCOTIA,Hants,NA,NA,-64.0101,45.01196,NA,Brooklyn,NA,NA,NA,0
Fraxinus americana L.,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41437,26,6,1956,Canada,NOVA SCOTIA,Annapolis,NA,NA,-65.02185,44.72351,NA,Albany Cross,NA,NA,NA,0
Fraxinus americana L.,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41440,20,6,1956,Canada,NOVA SCOTIA,Annapolis,NA,NA,-65.22508,44.72176,NA,West Dalhousie,NA,NA,NA,0
Fraxinus americana L.,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41439,20,6,1956,Canada,NOVA SCOTIA,Digby,NA,NA,-65.7774,44.55504,NA,Hillgrove,NA,NA,NA,0
Fraxinus americana L.,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41436,18,6,1956,Canada,NOVA SCOTIA,Kings,NA,NA,-64.70348,45.00733,NA,Rockland,NA,NA,NA,0
Fraxinus americana L.,ACAD Acadia University,GBIF Search,"Erskine, JS",41710,12,8,1956,Canada,NOVA SCOTIA,Yarmouth,NA,NA,-65.98813,43.927586,NA,Ellenwood Lake,NA,NA,NA,0
Fraxinus americana L.,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41438,22,6,1956,Canada,NOVA SCOTIA,Digby,NA,NA,-66.02781,44.0956,NA,Hectanooga,NA,NA,NA,0
Hamamelis virginiana L.,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41115,21,6,1956,Canada,NOVA SCOTIA,Digby,NA,NA,-66.09798,44.046,NA,Cedar Lake,NA,NA,NA,0
Hamamelis virginiana L.,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41111,2,8,1956,Canada,NOVA SCOTIA,Halifax,NA,NA,-63.255276,44.862312,NA,Gibraltar Lake,NA,NA,NA,0
Hamamelis virginiana L.,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41110,22,6,1956,Canada,NOVA SCOTIA,Digby,NA,NA,-66.09798,44.046,NA,Cedar Lake,NA,NA,NA,0
Hamamelis virginiana L.,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41112,2,8,1956,Canada,NOVA SCOTIA,Lunenburg,NA,NA,-64.15848,44.5807,NA,East River Point,NA,NA,NA,0
Hamamelis virginiana L.,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41113,26,6,1956,Canada,NOVA SCOTIA,Annapolis,NA,NA,-65.03606,44.733284,NA,Zwickers Lake,NA,NA,NA,0
Hamamelis virginiana L.,ACAD Acadia University,GBIF Search,"Macdonald, AC; Smith, EC; Bentley, PA",41114,20,6,1956,Canada,NOVA SCOTIA,Annapolis,NA,NA,-64.93231,44.689434,NA,Dalhousie,NA,NA,NA,0
Alnus serrulata (Aiton) Willd.,NY,GBIF Search,W. L. Stern,72244,12,4,1956,USA,NEW YORK,Westchester,NA,Mianus River Gorge.,-73.6175,41.1775,NA,NA,NA,NA,NA,0
Alnus serrulata (Aiton) Willd.,NY,GBIF Search,W. L. Stern,72242,23,8,1956,USA,NA,Westchester,NA,"Mianus River Gorge, Westchester County, New York and Fairfield County, Connecticut.",-73.6175,41.1775,NA,NA,NA,NA,NA,0
Alnus serrulata (Aiton) Willd.,NY,GBIF Search,W. L. Stern,72243,23,8,1956,USA,NA,Westchester,NA,"Mianus River Gorge, Westchester County, New York and Fairfield County, Connecticut.",-73.6175,41.1775,NA,NA,NA,NA,NA,0
Alnus serrulata (Aiton) Willd.,NY,GBIF Search,W. L. Stern,72238,18,5,1956,USA,NEW YORK,Westchester,NA,Mianus River Gorge.,-73.6175,41.1775,NA,NA,NA,NA,NA,0
Alnus serrulata (Aiton) Willd.,NY,GBIF Search,W. L. Stern,72239,18,5,1956,USA,NEW YORK,Westchester,NA,Mianus River Gorge.,-73.6175,41.1775,NA,NA,NA,NA,NA,0
Alnus serrulata (Aiton) Willd.,NY,GBIF Search,W. L. Stern,72237,12,4,1956,USA,NEW YORK,Westchester,NA,Mianus River Gorge.,-73.6175,41.1775,NA,NA,NA,NA,NA,0
Alnus serrulata (Aiton) Willd.,NY,GBIF Search,W. L. Stern,72240,23,8,1956,USA,NEW YORK,Westchester,NA,Mianus River Gorge.,-73.6175,41.1775,NA,NA,NA,NA,NA,0
Fraxinus americana L.,NY,GBIF Search,W. L. Stern,67037,6,6,1956,USA,NA,Westchester,NA,"Mianus River Gorge, Westchester County, New York and Fairfield County, Connecticut.",-73.6175,41.1775,NA,NA,NA,NA,NA,0
Fraxinus americana L.,NY,GBIF Search,W. L. Stern,67040,23,8,1956,USA,NEW YORK,Westchester,NA,Mianus River Gorge.,-73.6175,41.1775,NA,NA,NA,NA,NA,0
Fraxinus americana L.,NY,GBIF Search,W. L. Stern,67036,6,6,1956,USA,NA,Westchester,NA,"Mianus River Gorge, Westchester County, New York and Fairfield County, Connecticut.",-73.6175,41.1775,NA,NA,NA,NA,NA,0
Fraxinus americana L.,NY,GBIF Search,W. L. Stern,67035,18,4,1956,USA,NA,Westchester,NA,"Mianus River Gorge, Westchester County, New York and Fairfield County, Connecticut.",-73.6175,41.1775,NA,NA,NA,NA,NA,0
Fraxinus americana L.,NY,GBIF Search,W. L. Stern,67038,23,8,1956,USA,NEW YORK,Westchester,NA,Mianus River Gorge.,-73.6175,41.1775,NA,NA,NA,NA,NA,0
Fraxinus americana L.,NY,GBIF Search,W. L. Stern,67039,12,4,1956,USA,NEW YORK,Westchester,NA,Mianus River Gorge.,-73.6175,41.1775,NA,NA,NA,NA,NA,0
Hamamelis virginiana L.,NY,GBIF Search,W. L. Stern,67029,12,4,1956,USA,NEW YORK,Westchester,NA,Mianus River Gorge.,-73.6175,41.1775,NA,NA,NA,NA,NA,0
Hamamelis virginiana L.,NY,GBIF Search,W. L. Stern,67027,6,6,1956,USA,NA,Westchester,NA,"Mianus River Gorge, Westchester County, New York and Fairfield County, Connecticut.",-73.6175,41.1775,NA,NA,NA,NA,NA,0
Hamamelis virginiana L.,NY,GBIF Search,W. L. Stern,67028,18,5,1956,USA,NA,Westchester,NA,"Mianus River Gorge, Westchester County, New York and Fairfield County, Connecticut.",-73.6175,41.1775,NA,NA,NA,NA,NA,0
Hamamelis virginiana,CM,CM Collection Manager,"Henry, L.K.; Beer, F.H.",NA,17,5,1957,USA,MARYLAND,Garrett,NA,NA,-79.269416,39.529871,23097.26986,"Finzel Swamp, 1 mi SE of Finzel, off Rt. 546",,NA,NA,1
Alnus incana rugosa,MIN,http://search.bellmuseum.umn.edu/,"Lakela, Olga",542885,24,7,1957,USA,MINNESOTA,Cook,,,-90.29019,47.538571,34601.80157,"BWCA / Superior NFLake Co., Sec. 35, T63N, R5.  [this actually in Cook Co.]",,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Herrick, E.M.",346671,30,6,1957,USA,OHIO,Brown,Byrd Twp.,,-83.866772,38.931377,20099.21361,"Route 125, 0.8 mi. west Decatur",,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Herrick, E.M.",346670,30,6,1957,USA,OHIO,Brown,Decatur,,-83.866772,38.931377,20099.21361,"Byrd Twp.  Route 125, 1/2 mi. east of town",,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Herrick, E.M.",346672,9,7,1957,USA,OHIO,Clark,Madison Twp.,,-83.783676,39.917032,18102.04942,"Route 70, 1.1 mi. north of South Charleston",,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Herrick, E.M.",346608,2,7,1957,USA,OHIO,Clark,Springfield Twp.,,-83.783676,39.917032,18102.04942,"0.5 mi. north of Route 40, on road west side Mad River",,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Herrick, E.M.",346607,1,7,1957,USA,OHIO,Clermont,Bethel,,-84.149614,39.052084,19305.95043,"Tate Twp.  Route 125, adjacent to roadside park 1.5 mi. west of town",,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Herrick, E.M.",346674,1,7,1957,USA,OHIO,Clermont,Tate Twp.,,-84.149614,39.052084,19305.95043,"Route 125, adjacent to roadside park 1.5 mi. west of Bethel",,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Herrick, E.M.",346673,1,7,1957,USA,OHIO,Clinton,Cowan State Park,,-83.814542,39.414041,18355.57498,"About 1 sq. mi., south side Cowan Lake, about 1 mi. north of Route 350 and 2 mi. west of Cuba",,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Herrick, E.M.",346606,1,7,1957,USA,OHIO,Clinton,Blanchester,,-83.814542,39.414041,18355.57498,"Marion Twp.  Route 28, 1/4 mi. east of town",,NA,NA,1
Hamamelis virginiana,OS,http://herbarium.osu.edu/,"Weishaupt, C.",351358,25,9,1957,USA,OHIO,Columbiana,Wayne Twp.,,-80.777231,40.768462,20940.4595,"Route 164, 2 or 3 mi. south of Route 158",,NA,NA,1
Rhamnus alnifolia,OS,http://herbarium.osu.edu/,"Cusick, A.W.",388861,14,7,1957,USA,OHIO,Columbiana,Watercress Marsh,,-80.777231,40.768462,20940.4595,"1 mi. north of New Garden. Butler Twp, Section 33",,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Herrick, E.M.",346690,9,7,1957,USA,OHIO,Fayette,,,-83.459327,39.553845,18303.22368,"Route 753, along Paint Creek, 1 mi. north of Route 753 bridge over Paint Creek (north of Greenfield)",,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Herrick, E.M.",346687,2,7,1957,USA,OHIO,Greene,Yellow Springs,,-83.894894,39.687479,18468.52282,"John Bryan State Park, southeast of Yellow Springs",,NA,NA,1
Hamamelis virginiana,OS,http://herbarium.osu.edu/,"Herrick, E.M.",351356,2,7,1957,USA,OHIO,Greene,John Bryan State Park,,-83.894894,39.687479,18468.52282,Southeast of Yellow Springs,,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Soehngen, U.",346708,3,5,1957,USA,OHIO,Greene,Bath Twp.,,-83.894894,39.687479,18468.52282,,,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Herrick, E.M.",346677,1,7,1957,USA,OHIO,Hamilton,Anderson Twp.,,-84.544187,39.196927,18293.16999,"0.1 mi. south of Route 125, on east side Nordyke Ave",,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Weishaupt, C.",346667,19,7,1957,USA,OHIO,Hardin,Forest,,-83.664077,40.660415,19692.90573,Jackson Twp.  About 1 mi. west and 1/2 mi. south of Forest,,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Herrick, E.M.",346678,9,7,1957,USA,OHIO,Highland,Madison Twp.,,-83.603668,39.184488,21353.51321,"West side of Paint Creek, 1.25 mi. north of Route 28 northeast of Greenfield (east of Route 70)",,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Herrick, E.M.",346675,29,6,1957,USA,OHIO,Licking,Hopewell Twp.,,-82.481251,40.093609,23720.58051,"Route 668, north portion of Flint Ridge State Park",,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Herrick, E.M.",346676,9,7,1957,USA,OHIO,Madison,Stokes Twp.,,-83.400885,39.896607,19597.8606,"Route 729, 0.8 mi. south of Route 323",,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Herrick, E.M.",346668,2,7,1957,USA,OHIO,Warren,Washington Twp.,,-84.169906,39.425652,18189.3007,"Route 350, 1 mi. west of Clarksville at Todds Fork",,NA,NA,1
Fraxinus americana,OS,http://herbarium.osu.edu/,"Herrick, E.M.",346669,1,7,1957,USA,OHIO,Warren,Harlan Twp.,,-84.169906,39.425652,18189.3007,Along road northwest from Woodville,,NA,NA,1
Alnus serrulata,CM,CM Collection Manager,"Henry, L.K.",NA,27,8,1957,USA,PENNSYLVANIA,Clearfield,NA,NA,-78.473749,41.000249,30720.19393,"along Moshannon Creek, 2.7 mi W of Moshannon on Rt. 53",,NA,NA,1
Alnus serrulata,CM,CM Collection Manager,"Shields, A.G.",NA,30,5,1957,USA,PENNSYLVANIA,Forest,NA,NA,-79.249705,41.513304,18766.44359,"along Hunter Run, 2.5 mi NNW of Tionesta",,NA,NA,1
Alnus serrulata,CM,CM Collection Manager,"Henry, L.K.",NA,30,8,1957,USA,PENNSYLVANIA,Fulton,NA,NA,-78.122617,39.91075,18992.77661,along Licking Creek at Dickeys Mt.,,NA,NA,1
Fraxinus americana,CM,CM Collection Manager,"Henry, L.K.; Beer, F.H.",NA,21,8,1957,USA,PENNSYLVANIA,Lawrence,NA,NA,-80.334446,40.992735,17183.8991,1.5 mi WNW of Eastbrook,near swamp,NA,NA,1
Alnus serrulata,CM,CM Collection Manager,"Richmond, N.D.",NA,2,8,1957,USA,VIRGINIA,New Kent,NA,NA,-76.993339,37.498974,13149.32815,1 mi SE of Lanexa,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Cowley, Gerald T.",v0006291WIS,14,9,1957,USA,WISCONSIN,Bayfield,,,-91.177282,46.634199,34905.27072,,,NA,NA,1
Fraxinus americana,WIS,wisc_herb_scrape.R,"Ugent, Donald",v0138630WIS,8,6,1957,USA,WISCONSIN,Dane,,"Hwy 30, 1.5 mi E of Hwy 73 [NE of Deerfield]",-89.417852,43.067468,31416.98157,,,NA,NA,1
Fraxinus americana,WIS,wisc_herb_scrape.R,"Hunt, Robert L.",v0138607WIS,24,5,1957,USA,WISCONSIN,Dane,Oregon,Hook Lake- E of Oregon,-89.417852,43.067468,31416.98157,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Gale, Harriet",v0008094WIS,26,6,1957,USA,WISCONSIN,Florence,,Co. U,-88.400322,45.849646,20061.83838,,,NA,NA,1
Rhamnus alnifolia,WIS,wisc_herb_scrape.R,"Habeck, James R.",v0160986WIS,2,8,1957,USA,WISCONSIN,Florence,Fern,,-88.400322,45.849646,20061.83838,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Snell, Katharine S.",v0008083WIS,24,8,1957,USA,WISCONSIN,Forest,,Lake Julia,-88.773225,45.666882,28913.93878,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hansen, Tom",v0007158WIS,30,7,1957,USA,WISCONSIN,Jackson,,,-90.806541,44.324895,28535.84963,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hansen, Tom",v0007197WIS,20,7,1957,USA,WISCONSIN,Jackson,,,-90.806541,44.324895,28535.84963,,,NA,NA,1
Hamamelis virginiana,WIS,wisc_herb_scrape.R,"White, Ray J.",v0053081WIS,6,10,1957,USA,WISCONSIN,Jackson,,Bear Bluff: A sandstone mesa rising high in the bed of Glacial Lake Wisconsin.,-90.806541,44.324895,28535.84963,,[None of the 3 habitat selections on label where chosen],NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Hansen, Tom",v0007196WIS,28,8,1957,USA,WISCONSIN,Jackson,,White Tail Flowage,-90.806541,44.324895,28535.84963,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Schlising, Robert A.",v0006414WIS,23,4,1957,USA,WISCONSIN,Lincoln,,,-89.742082,45.338319,26919.17571,,pollen removed for permanent slides-deposited Dept. of Meterology and WIS(v0006415WIS),NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Schlising, Robert A.",v0006415WIS,23,4,1957,USA,WISCONSIN,Lincoln,,,-89.742082,45.338319,26919.17571,,pollen side for specimen v0006414WIS,NA,NA,1
Hamamelis virginiana,WIS,wisc_herb_scrape.R,"Sheaffer, Wm.",v0053095WIS,22,5,1957,USA,WISCONSIN,Marathon,,,-89.757823,44.898036,35689.11878,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Gromme, R.",v0006399WIS,24,4,1957,USA,WISCONSIN,Marquette,Briggsville,,-89.409095,43.826053,19380.57927,,"Two specimens on this sheet: one is flowers, collected 24/Apr/1957, other is leaves, collected 30/May/1957.",NA,NA,1
Hamamelis virginiana,WIS,wisc_herb_scrape.R,"Morely, T.",v0054239WIS,27,10,1957,USA,WISCONSIN,Polk,Saint Croix Falls,"Interstate StatePark, S of St. Croix Falls, top of St. Croix River, ca. 0.5mi. S of Hwy US 8, reached by driving 1.1mi.S of US 8 on the park drive, then walking ca. 0.5mi. NE.",-92.453154,45.46803,27449.72662,,Common very locally. Shrub 7 ft. high; petals yellow-green.,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Wills, Dick",v0006441WIS,25,9,1957,USA,WISCONSIN,Richland,Loyd,,-90.435693,43.376199,21982.57902,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Iltis, Hugh H.",v0006439WIS,28,8,1957,USA,WISCONSIN,Richland,,"0.12-0.25mi E of Neptune School, valley of Willow Creek",-90.435693,43.376199,21982.57902,,,NA,NA,1
Hamamelis virginiana,WIS,wisc_herb_scrape.R,"Iltis, Hugh H.",v0053093WIS,28,8,1957,USA,WISCONSIN,Richland,,"Valley of Willow Creek, 0.125 - 0.25 mi. E of Neptune School.",-90.435693,43.376199,21982.57902,,,NA,NA,1
Hamamelis virginiana,WIS,wisc_herb_scrape.R,"Ugent, Donald",v0054225WIS,1,6,1957,USA,WISCONSIN,Sauk,Baraboo,"Parfreys Glen, about 5 mi. SE of Baraboo.",-89.943329,43.427998,26172.71727,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Cowley, Gerald T.",v0008084WIS,21,6,1957,USA,WISCONSIN,Taylor,,,-90.504853,45.211656,28349.71433,,,NA,NA,1
Hamamelis virginiana,WIS,wisc_herb_scrape.R,"Iltis, Hugh H.",v0053078WIS,25,6,1957,USA,WISCONSIN,Vernon,Ontario,"Billings Creek, 3b mi. SSW of Ontario.",-90.815226,43.599858,25545.89296,,,NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Larsen, James A.",v0008077WIS,9,10,1957,USA,WISCONSIN,Vilas,,,-89.501254,46.049848,26574.43673,,[Collection date given as: 10/9/57],NA,NA,1
Alnus incana,WIS,wisc_herb_scrape.R,"Larsen, James A.",v0007193WIS,9,10,1957,USA,WISCONSIN,Vilas,,,-89.501254,46.049848,26574.43673,,,NA,NA,1
Fraxinus americana,WIS,wisc_herb_scrape.R,"Sheaffer, Wm.",v0138696WIS,26,8,1957,USA,WISCONSIN,Waukesha,,,-88.306707,43.019308,21285.64739,,,NA,NA,1
