"SpeciesName","HerbariumCode","Source","Collector","RecordNumber","CollectionDay","CollectionMonth","CollectionYear","Country","Admin1","Admin2","Admin3","Locality","Longitude","Latitude","EcologyNotes"
"Alnus incana","WIS","wisc_herb_scrape.R","Koch, Rudy G.","UWSP085781","8","6","1979","USA","Wisconsin","Douglas","","Along Black Creek, Little Manitou; 12 mi S of Superior on Hwy 35","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Goetsch, Byron J.","UWSP086098","15","5","1982","USA","Wisconsin","Juneau","","","0","0","Very dense shrub."
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP086686","4","7","1982","USA","Wisconsin","Wood","","Sevenmile Creek at CTH Z, NE corner of Sec. 23 [R08 - original in error]","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP086839","25","6","1982","USA","Wisconsin","Marathon","","Little Eau Pleine River at CTH C bridge","0","0","Large shrub in wet thicket."
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP087028","9","10","1982","USA","Wisconsin","Door","","Mud Lake","0","0","With Bryological Foray."
"Alnus incana","WIS","wisc_herb_scrape.R","Johnson, Steve","UWSP087657","16","4","1980","USA","Wisconsin","Wood","","Four Mile Creek [Fourmile Creek]","0","0","Abundant."
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP090107","11","8","1983","USA","Wisconsin","Marathon","","Middle of border of Secs. 25 and 26","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Edelstein, Daniel","UWSP090681","24","9","1983","USA","Wisconsin","Fond du Lac","","Riverbank running through the border of Mauthe Lake [Fond du Lac Co.] in Kettle Moraine [Sheboygan Co. and map - original in error]","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Bogdansky, Alvin L.","UWSP091204_A","18","6","1983","USA","Wisconsin","Price","Phillips","Near Phillips","0","0","Sheet 1 of 2. Common shrub of wet places."
"Alnus incana","WIS","wisc_herb_scrape.R","Bogdansky, Alvin L.","UWSP091204_B","18","6","1983","USA","Wisconsin","Price","","Near Phillips","0","0","Sheet 2 of 2. Common shrub of wet places."
"Alnus incana","WIS","wisc_herb_scrape.R","Bogdansky, Alvin L.","UWSP092178","20","9","1983","USA","Wisconsin","Wood","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Bogdansky, Alvin L.","UWSP092331","23","6","1983","USA","Wisconsin","Price","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP092468","28","6","1984","USA","Wisconsin","Marathon","","Middle of east edge of Sec. 6 and adjacent edge of Sec. 5; Sunrise Road at Trapp Creek","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP092544","5","7","1984","USA","Wisconsin","Waushara","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP092653","28","6","1984","USA","Wisconsin","Marathon","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP093171","24","8","1984","USA","Wisconsin","Marathon","","Mission Lake Co. Park. [T26N - original in error]","0","0","[UWSP093171 amp; UWSP093197 apparently part of the same collection: Freckmann amp; Bogdansky 20120]"
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP093197","24","8","1984","USA","Wisconsin","Marathon","","Mission Lake Co. Park. [T26N - original in error]","0","0","[UWSP093171 amp; UWSP093197 apparently part of the same collection: Freckmann amp; Bogdansky 20120]"
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP093475","24","8","1984","USA","Wisconsin","Marathon","","Middle border of Secs. 11 amp; 12","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP093496","30","7","1984","USA","Wisconsin","Marathon","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Berken, Karen","UWSP093756","6","5","1984","USA","Wisconsin","Brown","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Mueckler, Randy","UWSP094528","22","10","1984","USA","Wisconsin","Rusk","","[T32N - original in error]","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP095356","9","7","1985","USA","Wisconsin","Marathon","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP096650","16","8","1985","USA","Wisconsin","Marathon","","","0","0","Shrub forming wet thicket."
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP096769","16","8","1985","USA","Wisconsin","Marathon","","SW corner of Sec. 34 and adjacent part of Sec. 33","0","0","Large shrub in wet thicket."
"Alnus incana","WIS","wisc_herb_scrape.R","Fritz, Phil","UWSP098556","9","4","1986","USA","Wisconsin","Marinette","","Floodplain along Peshtigo River","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP099103","3","6","1986","USA","Wisconsin","Jackson","","Ketchum Marsh; SW4 of Sec. 13 and adjacent edge of Sec. 24","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP099201","6","6","1986","USA","Wisconsin","Marathon","","Middle of border of Secs. 13 amp; 14","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP100440","11","7","1986","USA","Wisconsin","Marathon","Brokaw","Along railroad tracks N of CTH WW","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP100518","6","6","1986","USA","Wisconsin","Marathon","Fenwood","SW corner of sec. 34; abandoned railroad right-of-way at CTH P W of Fenwood","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Feit, Tim","UWSP101299","13","9","1986","USA","Wisconsin","Marathon","","About 20 yards down firelane in McMillan Marsh","0","0","Tall shrub."
"Alnus incana","WIS","wisc_herb_scrape.R","Bartz, Dave","UWSP102003","26","10","1986","USA","Wisconsin","Lincoln","","Along Wisconsin River","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Konieczki, Bill","UWSP102602","13","9","1987","USA","Wisconsin","Marathon","Knowlton","Property of Bill Konieczki","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Knott, Michael","UWSP102614","7","9","1987","USA","Wisconsin","Adams","","","0","0","Specimen was 10-12 feet high."
"Alnus incana","WIS","wisc_herb_scrape.R","Stern, Pat","UWSP104826","NA","NA","NA","USA","Wisconsin","Waupaca","","Near South Branch Little Wolf River","0","0","Collected catkins 4-11-88, lvs 06 May 88. [1988]"
"Alnus incana","WIS","wisc_herb_scrape.R","Morris, John M.","UWSP105182","16","4","1988","USA","Wisconsin","Chippewa","","Along Rock Lake","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Pritzl, Jeff","UWSP105763_A","3","10","1988","USA","Wisconsin","Marathon","","[T25N - original in error]","0","0","Sheet 1 of 2."
"Alnus incana","WIS","wisc_herb_scrape.R","Pritzl, Jeff","UWSP105763_B","3","10","1988","USA","Wisconsin","Marathon","","[T25N - original in error]","0","0","Sheet 2 of 2."
"Alnus incana","WIS","wisc_herb_scrape.R","Olesiak, Thomas","UWSP106075","24","5","1982","USA","Wisconsin","Barron","Clinton","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Widstrand, Christopher J.","UWSP106119","6","4","1986","USA","Wisconsin","Monroe","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP107192","14","6","1989","USA","Wisconsin","Wood","","On S side of Hwy 54, 0.5 mile W of Weisner Rd.; middle of N edge of Sec. 33","0","0","Shrub forming a large thicket."
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP107326","21","8","1989","USA","Wisconsin","Wood","","Batterman Rd. on E side of Cranberry Creek","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP107613","21","8","1989","USA","Wisconsin","Wood","","W bank of Wisconsin River, 1.2 miles N of Adams Co. line","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Franson, Kyle","UWSP107954","14","10","1989","USA","Wisconsin","Oneida","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Wendorf, Jon R.","UWSP108591","NA","NA","NA","USA","Wisconsin","Marathon","Wausau","On American Legion Golf Course along Jim Moore Creek near Golf Club Rd and 14th St. intersection [NE of Wausau]","0","0","Catkins coll.: 31 March 1990; Leaves coll.: 5 May 1990"
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP109918","9","8","1990","USA","Wisconsin","Marathon","","E side of the Plover River on the N side of CTH Z","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP110028","30","8","1990","USA","Wisconsin","Marathon","","Bern Wetland area at W end of Frahm Rd.","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Rombalski, Renee R.","UWSP110534","23","9","1990","USA","Wisconsin","Marathon","","","0","0","One of many plants."
"Alnus incana","WIS","wisc_herb_scrape.R","Ruechel, Daniel","UWSP110710","5","10","1990","USA","Wisconsin","Oconto","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Kronstedt, Brian","UWSP111762","30","8","1991","USA","Wisconsin","Wood","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Prichard, Thomas L.","UWSP112391","21","9","1991","USA","Wisconsin","Marathon","","","0","0","Dense groves 8-20 feet high."
"Alnus incana","WIS","wisc_herb_scrape.R","Personius, David G.","UWSP112836","11","5","1981","USA","Wisconsin","Portage","Sharon","North Star Dr., 0.3mi E of CTH K","0","0","[Voucher specimen for ephemeral gland study 5/198]"
"Alnus incana","WIS","wisc_herb_scrape.R","Proudfoot, Glenn","UWSP114700","3","5","1992","USA","Wisconsin","Wood","","Along Wisconsin River","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Jumbeck, Robert","UWSP119589","5","11","1994","USA","Wisconsin","Buffalo","","Near Mississippi River along State Hwy 35","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Bogdansky, Alvin L.","UWSP121816","11","8","1995","USA","Wisconsin","Wood","","CTH Z at the county line; along back water of Petenwell","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Bogdansky, Alvin L.","UWSP122811","11","8","1995","USA","Wisconsin","Wood","","Mouth of Lynn Creek","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Bogdansky, Alvin L.","UWSP122873","23","8","1995","USA","Wisconsin","Wood","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Bogdansky, Alvin L.","UWSP124003","18","8","1996","USA","Wisconsin","Juneau","","Between Greenwood Cemetery and Pettenwell Flowage [Petenwell]","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Doherty, Daniel R.","UWSP124835","11","11","1997","USA","Wisconsin","Oconto","","Near intersection of Heise and River Road","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Kiekhaefer, Craig","UWSP124918","27","9","1997","USA","Wisconsin","Oneida","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Lambert, Heather","UWSP127651","2","8","1998","USA","Wisconsin","Forest","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Lambert, Heather","UWSP127669","26","8","1998","USA","Wisconsin","Waushara","","[Adams Co. - original in error]","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Bogdansky, Alvin L.","UWSP128247","29","8","1998","USA","Wisconsin","Wood","","Island center of Sec. 36","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Artmann, Christine","UWSP128946","12","5","1999","USA","Wisconsin","Portage","","Along Wisconsin River in Mead Park","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Burris, John M.","UWSP129533","3","10","1999","USA","Wisconsin","Marathon","Knowlton","E of island/penninsula in Wisconsin River","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Shippy, Jane","UWSP130320","21","6","2000","USA","Wisconsin","Portage","","(Tomorrow River area)","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Sewall, Andrew","UWSP130501","21","8","1999","USA","Wisconsin","Marinette","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Shippy, Jane","UWSP130517","20","6","2000","USA","Wisconsin","Portage","","(Edge of Iverson Park)","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Shippy, Jane","UWSP130570","21","6","2000","USA","Wisconsin","Portage","","(Tomorrow River area)","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Royce, Lisa J.","UWSP130736","18","7","2000","USA","Wisconsin","Juneau","","(Necedah National Wildlife Refuge)","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Newbrey, Jennifer","UWSP131626","19","9","2000","USA","Wisconsin","Oneida","","Katherine Lake, along shoreline","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Brown, Asheton","UWSP132390","17","6","2000","USA","Wisconsin","Burnett","Sand Lake","Sandlake [Sand Lake] Twp.","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Malahy, Kelly","UWSP133777","27","6","2000","USA","Wisconsin","Portage","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Ramsey, Jaclyn C.","UWSP146888_A","1","10","2007","USA","Wisconsin","Portage","","","-89.56","44.48","Sheet 1 of 2. [Possibly cultivated, although not a tree normally planted for ornament. - probably 'wild' population]"
"Alnus incana","WIS","wisc_herb_scrape.R","Ramsey, Jaclyn C.","UWSP146888_B","1","10","2007","USA","Wisconsin","Portage","","[All data from UWSP146888_A; nothing on this sheet except UWSP accession number]","-89.56","44.48","Sheet 2 of 2. [Possibly cultivated, although not a tree normally planted for ornament. - probably 'wild' population]"
"Alnus incana","WIS","wisc_herb_scrape.R","Richards, Joseph","UWSP147932","8","8","2007","USA","Wisconsin","Washburn","","Near end of trail, on property of Jean Richards, 0.5mi from Pokegama Rd.","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP152606","6","6","2006","USA","Wisconsin","Clark","","On the N side of 153 road and E side of South Fork of Popple River, 0.2 mi E of Division Dr.","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Wagner, Matthew L.","UWSP153553","23","9","2005","USA","Wisconsin","Langlade","","Found near the public boat landing on Lakeview Lane on the SW corner of Moose Lake.","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Wagner, Matthew L.","UWSP153640","23","9","2006","USA","Wisconsin","Washburn","Minong","Next W of the village of Minong; Minong Twp.;  along lakeshore of Lake Pokegama","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Wagner, Matthew L.","UWSP153968","24","7","2006","USA","Wisconsin","Langlade","Ainsworth","Ainsworth Twp. - North.  Approximately 0.125 of a mile N of the intersection of West Point Road and Pine Point Road. Near a small creek running out of Pickerel Lake","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Wagner, Matthew L.","UWSP154082","28","7","2008","USA","Wisconsin","Vilas","","Heart Lake Game Trail; Vilas County Forest Crop Land running over the Tamarack Creek.","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Wagner, Matthew L.","UWSP154105","24","7","2008","USA","Wisconsin","Vilas","","Silver Lake; between the ordinary high water mark of Silver Lake and Silver Lake Road","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Wagner, Matthew L.","UWSP154265","8","6","2006","USA","Wisconsin","Langlade","Evergreen","Next to Town Line Springs","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Wagner, Matthew L.","UWSP154333","3","8","2006","USA","Wisconsin","Langlade","Elcho","Elcho Twp. - West;  Otter Lake wayside","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Wagner, Matthew L.","UWSP154811","13","9","2006","USA","Wisconsin","Langlade","White Lake","Wolf River Twp. - South; incorporated City of White Lake; near the intersection of Marathon Drive and Lakeside Street; shoreline on White Lake, on Victor Dubruin's property.","0","0","With Kindergarten Class."
"Alnus incana","WIS","wisc_herb_scrape.R","Bogdansky, Alvin L.","UWSP155181","16","9","2009","USA","Wisconsin","Waushara","Wild Rose","In village of Wild Rose; Rose Twp.","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Bogdansky, Alvin L.","UWSP155543","1","8","2009","USA","Wisconsin","Wood","","N side of Hwy 54 just W of CTH D","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Freckmann, Robert W.","UWSP158049","7","9","2006","USA","Wisconsin","Kewaunee","","Kewaunee Fish and Wildlife Area","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Wagner, Matthew L.","UWSP159074","22","6","2010","USA","Wisconsin","Forest","","Chequamegon-Nicolet National Forest. Off a Forest Road 2168, between FSRs 2167 amp; 2189. Near Kingstone Creek. Near European marsh thistle and Reed Canary Reed eradication site.","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Wagner, Matthew L.","UWSP159292","7","7","2010","USA","Wisconsin","Florence","","Chequamegon-Nicolet National Forest: Near the ordinary high water mark of Chipmunk Rapids of the Pine River.","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Wagner, Matthew L.","UWSP159345","12","7","2010","USA","Wisconsin","Forest","","Chequamegon-Nicolet National Forest off of Forest Road 2461 near the intersection of 2461 amp; CTH A.","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Wagner, Matthew L","UWSP159856","8","6","2010","USA","Wisconsin","Forest","","Chequamegon-Nicolet National Forest. Stevens Lake area.","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Wagner, Matthew L","UWSP159997","27","8","2010","USA","Wisconsin","Oneida","Pelican Lake","Approximately 3 miles N of the village of Pelican Lake; approximately 0.5 mile to the W of the Dump Road (Old Highway 26).","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Christoffel, Rebecca A.","v0002837WIS","29","6","1995","USA","Wisconsin","Sauk","","0.5mi N of I-90 E of Cty. T - Leopold Memorial Reserve along the Wisconsin River","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Hansen, H.P.","v0006201WIS","23","5","1931","USA","Wisconsin","Richland","Hub City","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Fassett, N.C.","v0006202WIS","3","6","1928","USA","Wisconsin","Richland","Excelsior","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Anderson, Roy R.","v0006203WIS","20","8","1962","USA","Wisconsin","Rusk","","0.5 mi N of Weyerhauser","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","True, R.H.","v0006204WIS","12","7","1883","USA","Wisconsin","Sauk","","Devil's Lake","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Nee, Mike","v0006205WIS","5","9","1971","USA","Wisconsin","Sawyer","","Wt fork of Chippewa River, Chippewa Flowage","0","0","5m tall shrubs in clumps; Common. Voucher specimen for wood sample deposited at USDA-FPL in Madison. MADw"
"Alnus incana","WIS","wisc_herb_scrape.R","Melchert, Thomas E.","v0006206WIS","20","9","1958","USA","Wisconsin","Vernon","","Newman valley or Harric valley","0","0","[neither option checked]"
"Alnus incana","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0006207WIS","16","7","1961","USA","Wisconsin","Vilas","","Vicinity of bridge over creek at entrance to Simpson Estate, SE end of Lac Vieux desert","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Sorensen, Paul D.","v0006208WIS","13","6","1962","USA","Wisconsin","Wood","","10-Mile Creek. Old Bed of Glacial Lake Wisconsin.","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Sorensen, Paul D.","v0006209WIS","22","8","1962","USA","Wisconsin","Adams","","Goose Lake. Old bed of Glacial Lake Wisconsin.","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Nee, Mike","v0006210WIS","4","6","1972","USA","Wisconsin","Ashland","","7 mi W of Mellen, The Hanson Property of the UW-Arboretum","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Nee, Mike","v0006211WIS","24","5","1969","USA","Wisconsin","Ashland","Rocky Island","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0006212WIS","4","7","1964","USA","Wisconsin","Florence","","1 mi. E of Boot Lake (=Shadow Lake), road to Florence","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Zedler, Paul H.","v0006213WIS","13","7","1963","USA","Wisconsin","Fond du Lac","","Spruce Lake","0","0","common"
"Alnus incana","WIS","wisc_herb_scrape.R","Iltis, Hugh H.","v0006214WIS","16","9","1972","USA","Wisconsin","Jackson","","Rude's Creek","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Baum, C.","v0006215WIS","24","5","1964","USA","Wisconsin","Manitowoc","","","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Anderson, Roger C.","v0006216WIS","30","5","1966","USA","Wisconsin","Marathon","","Dells of the Eau Claire River Co. Park","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Sorensen, Paul D.","v0006217WIS","31","7","1962","USA","Wisconsin","Marquette","","Chaffee Creek","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Judziewicz, Emmet J.","v0006218WIS","21","6","1982","USA","Wisconsin","Forest","","tip of peninsula on NW side of Franklin Lake.   NE quad of Sec 20, NW quad of Sec 21","0","0","2 m shrub"
"Alnus incana","WIS","wisc_herb_scrape.R","Cochrane, Theodore S.","v0006220WIS","31","7","1973","USA","Wisconsin","Richland","Loyd","2 mi S of Loyd,  Willow River","0","0","A few straggly plants in scattered clumps, abundant in river bottom below.Polygonatum pubescens, Maianth"
"Alnus incana","WIS","wisc_herb_scrape.R","Nee, Mike","v0006221WIS","14","5","1978","USA","Wisconsin","Richland","Muscoda","1 mi NW of Muscoda","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Nee, Mike","v0006222WIS","10","7","1974","USA","Wisconsin","Richland","Ithaca","Vicinity of old mill dam on Willow Creek","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Nee, Mike","v0006223WIS","30","6","1974","USA","Wisconsin","Richland","Loyd","Along Willow Creek, 0.5 mi N of Loyd","0","0","With Tsuga canadensis, Bryoxiphium norvegicum, Sullivantia renifolia, Conocephalum conicum, Dicranella heteromalla, Climacium, Lepraria"
"Alnus incana","WIS","wisc_herb_scrape.R","Nee, Mike","v0006224WIS","26","7","1973","USA","Wisconsin","Richland","","Between town road and Willow Creek","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Nee, Mike","v0006225WIS","19","7","1973","USA","Wisconsin","Richland","","8 mi N of Lone Rock, along Bear Creek","0","0","Clumps of shrubs 4m tall"
"Alnus incana","WIS","wisc_herb_scrape.R","Nee, Mike","v0006226WIS","11","7","1973","USA","Wisconsin","Richland","","6 mi SE of Boaz along Mill Creek","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Nee, Mike","v0006227WIS","3","7","1973","USA","Wisconsin","Richland","Richland Center","3 mi N of Richland Center along Pine River","0","0","Clumps of shrubs 3 m. tall, occasional,"
"Alnus incana","WIS","wisc_herb_scrape.R","Hansen, Marilyn","v0006228WIS","4","7","1971","USA","Wisconsin","Taylor","","SE shore of Mondeaux Flowage 11 mi (by air) WSW of Rib Lake","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Hansen, Marilyn","v0006229WIS","18","7","1971","USA","Wisconsin","Taylor","","S shore of North Twin Lake, 1mi SW of S end of Mondeaux Flowage, 11 mi (by air) NNW of Medford","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Judziewicz, Emmet J.","v0006230WIS","11","5","1992","USA","Wisconsin","Ashland","Bear Island","","-90.75","47",""
"Alnus incana","WIS","wisc_herb_scrape.R","Judziewicz, Emmet J.","v0006231WIS","20","6","1992","USA","Wisconsin","Ashland","Rocky Island","near the dock","-90.65","47.03",""
"Alnus incana","WIS","wisc_herb_scrape.R","Judziewicz, Emmet J.","v0006232WIS","20","6","1992","USA","Wisconsin","Ashland","Otter Island","Summit bog","-90.66","46.96",""
"Alnus incana","WIS","wisc_herb_scrape.R","Judziewicz, Emmet J.","v0006233WIS","15","5","1992","USA","Wisconsin","Ashland","Basswood Island","West Dock","-90.71","46.83",""
"Alnus incana","WIS","wisc_herb_scrape.R","Judziewicz, Emmet J.","v0006234WIS","11","5","1992","USA","Wisconsin","Bayfield","Raspberry Island","","-90.78","46.96",""
"Alnus incana","WIS","wisc_herb_scrape.R","Spuhler, Daniel R.","v0006235WIS","18","9","1993","USA","Wisconsin","Washington","","along Oconomowoc River S of Little Friess Lake","0","0","common shrub/tree 7m tall"
"Alnus incana","WIS","wisc_herb_scrape.R","Judziewicz, Emmet J.","v0006236WIS","10","7","1991","USA","Wisconsin","Ashland","Manitou Island","SE beach","-90.63","46.95",""
"Alnus incana","WIS","wisc_herb_scrape.R","Spuhler, Daniel R.","v0006237WIS","6","8","1993","USA","Wisconsin","Washington","","inlet to Druid Lake","0","0","Locally abundant."
"Alnus incana","WIS","wisc_herb_scrape.R","Judziewicz, Emmet J.","v0006238WIS","14","6","1991","USA","Wisconsin","Ashland","South Twin Island","","-90.63","47.03",""
"Alnus incana","WIS","wisc_herb_scrape.R","Judziewicz, Emmet J.","v0006239WIS","16","8","1991","USA","Wisconsin","Ashland","Oak Island","NW beach","-90.68","46.91",""
"Alnus incana","WIS","wisc_herb_scrape.R","Judziewicz, Emmet J.","v0006240WIS","23","7","1991","USA","Wisconsin","Ashland","Hermit Island","site 5-6","-90.65","46.88","Collection date: 23, 25 July 1991"
"Alnus incana","WIS","wisc_herb_scrape.R","Judziewicz, Emmet J.","v0006241WIS","22","6","1991","USA","Wisconsin","Ashland","Devils Island","S tip bluffs","-90.73","47.06",""
"Alnus incana","WIS","wisc_herb_scrape.R","Judziewicz, Emmet J.","v0006242WIS","1","6","1991","USA","Wisconsin","Ashland","Cat Island","site 25","-90.55","47",""
"Alnus incana","WIS","wisc_herb_scrape.R","Judziewicz, Emmet J.","v0006243WIS","19","8","1991","USA","Wisconsin","Bayfield","Eagle Island","","-90.05","46.95",""
"Alnus incana","WIS","wisc_herb_scrape.R","Judziewicz, Emmet J.","v0006244WIS","19","8","1991","USA","Wisconsin","Bayfield","Eagle Island","","-91.05","46.95",""
"Alnus incana","WIS","wisc_herb_scrape.R","Meeker, James E.","v0006246WIS","12","6","1986","USA","Wisconsin","Ashland","","Bad River Indian Reservation, Chequamagon Pt.","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Tyrrell, Lucy","v0006247WIS","10","6","1989","USA","Wisconsin","Iron","","Frog Lake and Pines State Natural Area, also Section 16 W of Hwy 47, Sec. 17 E2NE4 amp; NE4SE4","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Koch, Rudy G.","v0006248WIS","10","6","1972","USA","Wisconsin","Ashland","Long Island","Lake Superior S. of Madeline Island in (but not part of ) the Apostle Island group","0","0",""
"Alnus incana","WIS","wisc_herb_scrape.R","Hansen, Bruce F.","v0006249WIS","21","9","1974","USA","Wisconsin","Ashland","","","0","0","Shrub 10ft tall"
"Alnus incana","WIS","wisc_herb_scrape.R","Stahmann, C.","v0006250WIS","6","7","1973","USA","Wisconsin","Adams","","by Hwy Z (W side)","0","0","tall woody tree 20-25quot; several growing together in clumps"
"Alnus incana","WIS","wisc_herb_scrape.R","Zirbel, Victoria Jesse","v0006251WIS","4","5","1987","USA","Wisconsin","Columbia","","Hinkson Creek Fish amp; Game Area","0","0","Tough leaves, horizontally lenticeled bark, last year's female comes present. 10 ft. tall"
